ConsumerReportCount,_c1,_c16,_c17
248,10,CLT,DAY
284,10,EWR,SJC
129,10,DTW,DLH
1239,10,TPA,MDW
1921,10,IAD,JFK
1414,10,BTR,IAH
386,10,DTW,SAT
670,10,ICT,IAH
186,10,DCA,SLC
845,10,CRW,ATL
313,10,MYR,CVG
62,10,XNA,DTW
190,10,PWM,BWI
1,10,FAR,CID
463,10,MSP,RNO
1012,10,MSP,MOT
707,10,PWM,ORD
2504,10,CLT,IAD
699,10,ORF,IAH
2793,10,ATL,IND
1266,10,IAH,JAX
2196,10,MSP,LAX
539,10,MAF,ABQ
3890,10,BWI,BOS
1445,10,MCO,CVG
478,10,MSP,SAT
376,10,ABQ,MDW
274,10,RSW,DCA
792,10,LAX,OXR
1244,10,CLE,IAD
427,10,IAD,TYS
518,10,DCA,DEN
181,10,BGM,CVG
317,10,ORD,SPI
31,10,EWR,BTR
31,10,TLH,TPA
46,10,ANC,LAS
62,10,MSP,MDT
31,10,MSN,DCA
119,10,RFD,DEN
59,10,KOA,SNA
1,10,SLC,ICT
676,10,MKE,PHX
255,10,ELM,PIT
2329,10,EWR,PIT
822,10,ICT,STL
197,10,PHL,STT
1193,10,EWR,MEM
1194,10,DTW,MHT
3724,10,ATL,MSY
670,10,MOB,DFW
1045,10,SAN,IAD
1230,10,SEA,IAD
3381,10,LAX,IAH
2753,10,HOU,ATL
279,10,ROC,BOS
399,10,FAY,CLT
1648,10,BWI,RDU
550,10,ISP,PBI
408,10,BOS,BTV
331,10,ACV,SMF
551,10,ELP,DEN
475,10,EWR,OMA
531,10,IAH,LRD
765,10,OAK,IAD
1337,10,ATL,MYR
245,10,CVG,XNA
18,10,GRR,LAS
62,10,PHX,MHT
117,10,MCI,IAD
56,10,BOS,SAV
1,10,COS,BHM
2560,10,CLT,RDU
1146,10,MIA,SFO
1383,10,ONT,SLC
2025,10,SNA,SMF
685,10,GSO,LGA
1049,10,STL,MIA
10864,10,ORD,MSP
341,10,IAD,PDX
898,10,FLL,IAD
1139,10,TUS,IAH
1062,10,MEM,IND
701,10,TPA,BHM
2272,10,DFW,BWI
649,10,AUS,CVG
1923,10,JFK,IAD
310,10,RNO,IAH
1641,10,RDU,BWI
283,10,TPA,SAT
1,10,SAV,MIA
186,10,MHT,LAS
276,10,CEC,SFO
593,10,DEN,FAT
467,10,IAD,BTV
329,10,HNL,LAS
124,10,SFO,SAT
186,10,MEM,PFN
27,10,SFO,LGB
30,10,ANC,SFO
341,10,SDF,PHX
4111,10,ATL,PIT
1680,10,ATL,ROC
124,10,BNA,SDF
156,10,DCA,SDF
371,10,STT,SJU
1974,10,JFK,TPA
1731,10,CMH,LGA
496,10,SAT,MCO
4773,10,ATL,MEM
1122,10,LGA,MEM
711,10,LAX,MSY
699,10,IAH,ORF
4307,10,STL,DFW
589,10,SLC,ANC
2957,10,DTW,BNA
714,10,BWI,JFK
478,10,SLC,PSP
298,10,IAH,CHS
577,10,LCH,IAH
306,10,RSW,IND
358,10,CRW,ORD
120,10,LGA,DSM
30,10,SBP,LAS
93,10,JAN,SHV
1688,10,LGA,TPA
338,10,LIT,MDW
518,10,HPN,DTW
1445,10,ELP,IAH
2509,10,PHL,IAH
1511,10,DEN,AUS
230,10,LAX,CMH
856,10,ALB,CVG
1444,10,CLT,DEN
732,10,TPA,PHX
328,10,LAS,RDU
2,10,EUG,MFR
1013,10,ATL,ILM
708,10,IAD,MHT
172,10,EWR,TUL
147,10,JFK,SMF
254,10,PHX,GJT
52,10,BFL,LAS
4,10,BIL,ORD
1,10,XNA,RFD
217,10,SYR,ROC
1957,10,RNO,SJC
3213,10,BUR,SMF
4883,10,SMF,LAX
1574,10,DTW,MCI
1180,10,DEN,MEM
579,10,CVG,OKC
2536,10,DFW,OKC
5,10,SNA,ONT
3776,10,BDL,ORD
897,10,IAD,FLL
835,10,SJU,FLL
2035,10,CLT,JAX
31,10,ORD,STT
80,10,LAX,ANC
1038,10,ORD,TOL
1052,10,LAX,ONT
831,10,EWR,MKE
351,10,MEM,SGF
62,10,SGF,SLC
31,10,DCA,BHM
31,10,PHL,SMF
93,10,MEM,SAV
52,10,MFR,LAS
62,10,OMA,ONT
1221,10,STL,PHL
4796,10,DAL,SAT
4706,10,GEG,SEA
4250,10,DFW,SFO
2881,10,ATL,SLC
541,10,RSW,STL
920,10,SAN,STL
914,10,BDL,TPA
1309,10,PIT,TPA
35,10,LWB,LGA
31,10,MDW,IAH
4334,10,BUR,LAS
272,10,GEG,LAS
1222,10,ELP,LAX
3782,10,MSY,ATL
352,10,SFO,LIH
465,10,BWI,AUS
328,10,RDU,LAS
1133,10,DFW,SJT
616,10,LFT,DFW
4465,10,HNL,LIH
201,10,ACT,IAH
475,10,RIC,CLE
798,10,IAH,JAN
155,10,GPT,FLL
62,10,MHT,PHX
93,10,CLT,SAT
351,10,EGE,DEN
62,10,DFW,GJT
48,10,RSW,CMH
1653,10,HOU,PHX
1981,10,STL,SDF
4099,10,PHX,SJC
1441,10,EWR,MDW
482,10,JAN,MEM
643,10,PHL,MEM
2069,10,PHL,MIA
1274,10,BHM,DFW
92,10,MSP,HPN
1095,10,BNA,JAX
549,10,DEN,JFK
641,10,MIA,LAS
5573,10,IAD,ATL
7961,10,ORD,ATL
3870,10,ORD,BDL
1050,10,DEN,BIL
3078,10,DFW,BNA
343,10,ROA,CLT
2192,10,LGA,CVG
352,10,ISP,PVD
2035,10,SGF,DFW
1060,10,DFW,CID
87,10,ALB,BOS
1,10,BFL,SBA
759,10,IAH,XNA
494,10,CLE,SDF
46,10,VPS,CVG
49,10,BHM,CLE
210,10,SAT,MDW
1,10,JFK,CAE
182,10,DFW,MLI
40,10,PDX,LMT
89,10,SLC,FAR
62,10,TUL,SAN
5172,10,ORD,PHX
3706,10,SMF,PHX
408,10,DAY,PIT
1095,10,MDW,PVD
1118,10,CVG,STL
2726,10,AUS,ORD
683,10,PIT,FLL
3256,10,EWR,IAH
579,10,TUS,ABQ
1494,10,BNA,CLE
1844,10,JFK,DCA
1052,10,BIL,DEN
372,10,ABQ,SEA
184,10,BUF,DFW
279,10,BHM,JAX
856,10,DFW,GSP
881,10,SLC,EKO
819,10,DRO,DEN
1387,10,PFN,ATL
471,10,LGA,SAV
73,10,EWR,HSV
93,10,ATL,HKY
4,10,SLC,LGA
62,10,DTW,LNK
31,10,JAN,EWR
27,10,DCA,XNA
583,10,SAN,PIT
1469,10,ORD,SDF
341,10,PHX,SDF
892,10,RDU,STL
1239,10,CLE,MCO
2606,10,DTW,MEM
2086,10,MKE,DTW
373,10,DAB,EWR
544,10,HNL,IAH
1171,10,OKC,ATL
1359,10,IAD,BDL
186,10,MOB,BTR
475,10,CID,DEN
1,10,SBA,SMX
871,10,IAH,GPT
1194,10,AVL,ATL
525,10,ORD,FAR
222,10,LAS,ISP
496,10,ATL,DSM
147,10,SMF,JFK
423,10,JFK,CMH
216,10,OAJ,ATL
155,10,STX,PHL
424,10,RIC,PIT
1474,10,ATL,PVD
1829,10,SLC,RNO
1540,10,LAS,STL
930,10,DTW,TVC
5658,10,IAH,ORD
2609,10,PVD,ORD
186,10,AVP,PHL
3106,10,RDU,PHL
890,10,DTW,GSP
1278,10,MCO,ISP
527,10,MIA,BNA
1256,10,PHX,CMH
1288,10,PIT,CVG
23,10,IAD,STT
730,10,IAD,MDW
426,10,BFL,SFO
361,10,CLL,IAH
264,10,OKC,EWR
345,10,AVL,EWR
557,10,BQK,ATL
164,10,BQN,EWR
1121,10,ORD,SGF
406,10,TUL,CVG
368,10,CVG,BGR
252,10,GTF,DEN
29,10,TVC,DFW
22,10,PWM,MCO
473,10,DEN,PSP
1310,10,DTW,SEA
62,10,LGA,SYR
2227,10,ATL,TYS
6493,10,ATL,MCO
2951,10,MSP,MDW
1291,10,DTW,MIA
3583,10,PHX,OAK
1452,10,BDL,IAD
4882,10,BOS,IAD
975,10,BRO,IAH
9,10,LAS,ICT
485,10,IAH,JFK
1263,10,SAN,JFK
589,10,MCO,ABQ
740,10,CLE,BDL
517,10,SAN,CLT
1039,10,JAX,CVG
922,10,RIC,CVG
991,10,BDL,DCA
1398,10,PIT,DCA
801,10,TPA,RDU
527,10,IAH,RIC
279,10,MCI,SMF
583,10,ORD,LAN
1,10,SJC,SFO
1,10,GSO,ROA
31,10,RSW,MEM
57,10,TLH,JFK
428,10,SLC,BUR
1,10,AUS,DSM
9,10,FSD,LAS
416,10,FAT,PHX
31,10,MEM,LEX
93,10,SWF,FLL
31,10,RIC,MSP
932,10,LGA,RIC
580,10,PIT,SAN
715,10,HOU,MCO
796,10,BHM,MEM
1434,10,GRR,MSP
1273,10,TPA,DTW
1196,10,SLC,GTF
717,10,MCO,HOU
859,10,KOA,LAX
1550,10,MGM,ATL
188,10,LGA,BWI
123,10,LAS,COS
231,10,BNA,BOS
93,10,SAN,IPL
655,10,SBA,SJC
509,10,EWR,GSP
293,10,EWR,XNA
1,10,LYH,ROA
655,10,SLC,LGB
186,10,MGM,DFW
26,10,CLE,SBN
146,10,MSN,ATL
124,10,DTW,BGR
31,10,ONT,ELP
62,10,ONT,SAT
1,10,SJC,PIH
1278,10,MSP,PIT
4661,10,SNA,SJC
1415,10,SJU,MCO
220,10,SFO,MSY
1957,10,MDW,OMA
636,10,MEM,PHL
1757,10,ORD,ICT
2063,10,PHL,LAS
2097,10,MAF,DAL
2048,10,OKC,DAL
2610,10,COS,DEN
248,10,LAS,BDL
421,10,IAH,GRK
1,10,RDD,SMF
154,10,OGG,SEA
1,10,CAE,JFK
248,10,MFR,SLC
84,10,CHS,BOS
236,10,MOD,LAX
62,10,TUL,AUS
269,10,LEX,PIT
3217,10,ATL,RSW
2120,10,SFO,SBA
2260,10,DEN,LGA
970,10,ORF,DFW
1137,10,JAX,EWR
3403,10,TPA,FLL
792,10,LGA,GSO
995,10,SLC,HLN
4665,10,SLC,LAS
2636,10,BOS,LAX
1064,10,BWI,BHM
1494,10,CLE,BNA
1830,10,MCO,BNA
3459,10,DFW,CLT
1624,10,MSP,CLT
2951,10,ATL,DAY
356,10,JFK,PVD
753,10,MFR,PDX
183,10,ATL,LWB
372,10,DCA,SEA
285,10,FLL,DEN
93,10,MLB,JFK
351,10,DEN,EGE
62,10,AUS,TUS
1289,10,CVG,PIT
428,10,BNA,SAT
1253,10,STL,SFO
990,10,CMH,TPA
824,10,JAX,TPA
1074,10,MCI,TUL
1072,10,MEM,LGA
1223,10,MCI,MCO
908,10,MEM,MKE
634,10,BDL,PBI
3630,10,PHL,DFW
1378,10,TPA,IAD
1850,10,DFW,IND
344,10,JNU,KTN
39,10,CLE,SJU
279,10,ALB,LAS
31,10,SJC,CVG
477,10,PSP,SLC
1,10,ABQ,GJT
12,10,DFW,DAB
2,10,MRY,SBA
883,10,ATL,DHN
310,10,DFW,AEX
363,10,ATL,TOL
451,10,CAK,ORD
92,10,MHT,LGA
155,10,PHX,ANC
182,10,SLC,BFL
5,10,FLL,CAK
9,10,DSM,LAS
52,10,LAS,BFL
54,10,SLC,FSD
58,10,ATL,BGM
79,10,ATL,ACY
62,10,OKC,SAN
62,10,SAT,TUS
452,10,STL,SJC
2284,10,ORD,SYR
3421,10,ATL,MCI
1525,10,IND,MDW
1979,10,JAX,FLL
996,10,LAS,IAD
6443,10,DFW,IAH
5338,10,SAN,LAS
546,10,ORD,CAE
562,10,GSO,IAD
93,10,IAD,BGM
351,10,SGF,MEM
39,10,XNA,CLE
62,10,OTH,SFO
1,10,EVV,STL
372,10,TPA,SDF
310,10,SJU,STT
1154,10,MEM,MCO
4047,10,STL,MDW
6230,10,PHX,ONT
2808,10,SLC,ORD
805,10,JFK,DFW
379,10,CVG,JAN
438,10,SFO,KOA
1213,10,PHL,CMH
636,10,CMH,DEN
47,10,SJU,LAX
217,10,PSP,MSP
1041,10,DEN,RAP
178,10,PSC,SEA
355,10,IAH,DSM
186,10,TUS,MDW
123,10,SAT,SFO
10,10,MSN,LAS
85,10,MKE,DSM
14,10,HNL,ANC
93,10,LGB,SJC
88,10,RDU,MKE
985,10,ROC,PHL
1303,10,PDX,SAN
4634,10,LAX,SLC
1594,10,CMH,STL
10550,10,BOS,LGA
3151,10,MDW,MSP
683,10,PHX,MSY
8603,10,PHL,ORD
617,10,DCA,PBI
7176,10,DEN,DFW
1239,10,LAS,CMH
310,10,COS,CVG
1376,10,SMF,SFO
605,10,FAR,DEN
160,10,EWR,LEX
306,10,IND,RSW
412,10,SBN,ATL
372,10,SEA,DCA
818,10,CAE,CVG
62,10,DEN,RDU
1,10,AZO,XNA
31,10,ITH,DTW
116,10,CAE,DTW
27,10,PHX,ASE
89,10,MCI,SAT
31,10,MSP,RIC
1144,10,LGB,PHX
92,10,PHL,SDF
3350,10,DFW,SNA
1268,10,DEN,TUS
3108,10,BOS,MCO
23,10,MDT,MCO
3415,10,ORD,MCO
1328,10,CLT,MEM
1530,10,MCO,MSY
23,10,PHL,MYR
470,10,ANC,OME
5341,10,CVG,ORD
1765,10,SLC,GEG
306,10,PIT,GRR
3123,10,ATL,LAS
323,10,HSV,CLT
345,10,TUS,SEA
1289,10,TVC,ORD
161,10,ORD,MQT
298,10,CDC,SLC
317,10,SMF,ACV
194,10,DEN,HNL
1,10,MOB,GPT
87,10,MGM,CVG
124,10,EVV,DFW
124,10,DFW,EVV
93,10,AUS,CLT
197,10,DTW,ELM
62,10,SAN,GEG
291,10,STL,TYS
62,10,TUS,OAK
1413,10,SEA,ONT
9256,10,ATL,DFW
2808,10,IAH,DTW
459,10,CLE,FLL
1550,10,SNA,IAH
1547,10,SLC,ABQ
1192,10,SNA,ATL
512,10,PIT,AVP
223,10,DAY,DCA
342,10,ROC,DCA
4253,10,IAH,DEN
535,10,RDU,MEM
834,10,DFW,TXK
57,10,DFW,HRL
31,10,LAX,TUL
478,10,OAK,ATL
481,10,ROC,CLE
74,10,SJU,MDW
211,10,CVG,AVL
470,10,SAV,CVG
517,10,OMA,CVG
518,10,DEN,DCA
155,10,TPA,CAK
62,10,TYS,TPA
151,10,DTW,MLI
151,10,MEM,DSM
747,10,FLL,PIT
4972,10,SAN,SFO
2195,10,ORD,MDT
1751,10,FSD,MSP
1625,10,ORD,MSY
593,10,BTV,PHL
2306,10,SMF,DEN
1178,10,SEA,DTW
310,10,SNA,DTW
805,10,ORD,ELP
4286,10,DEN,IAH
816,10,SAT,LAX
453,10,MEM,BOS
549,10,JFK,DEN
958,10,MSY,DEN
4392,10,SEA,DEN
121,10,BDL,LAX
403,10,FLL,BNA
1820,10,BWI,ALB
2248,10,SBP,LAX
887,10,GJT,SLC
742,10,SFO,MOD
195,10,IAH,SJT
1225,10,IAH,CVG
53,10,IND,SRQ
286,10,DEN,FLL
1,10,TWF,SUN
4,10,GSO,CLE
57,10,MOB,CVG
124,10,SDF,MIA
31,10,CRW,DTW
116,10,MEM,CHS
116,10,CHS,MEM
93,10,SAV,MEM
27,10,MLB,DCA
793,10,COS,PHX
682,10,MSY,PHX
3528,10,PHL,PIT
641,10,EWR,PWM
957,10,MSP,SNA
1640,10,IAH,STL
736,10,GSO,PHL
826,10,RIC,DTW
674,10,OME,ANC
1123,10,CLT,CMH
1435,10,LEX,CVG
971,10,PHX,CVG
626,10,CMH,IAD
88,10,CLE,JAX
181,10,SAT,CLE
612,10,IAH,AMA
412,10,ATL,SBN
410,10,CVG,CHA
708,10,ORF,IAD
693,10,SAV,IAD
62,10,RIC,IAD
92,10,RIC,MCO
94,10,EUG,PHX
326,10,HDN,DEN
31,10,TUS,CLT
62,10,DTW,SAV
31,10,ATL,ERI
62,10,SAN,OMA
31,10,PIT,SLC
38,10,DEN,JAX
725,10,MCI,PIT
3453,10,HOU,SAT
3214,10,SMF,SEA
3644,10,DFW,MCI
4501,10,DTW,MDW
891,10,RDU,MIA
1293,10,IND,EWR
956,10,PNS,IAH
855,10,PDX,CVG
60,10,BDL,PWM
31,10,PVD,HOU
159,10,SAN,SAT
859,10,ORD,LSE
172,10,CLT,STT
890,10,MDW,SAN
89,10,IPL,SAN
611,10,AMA,IAH
595,10,IAH,TYS
460,10,MDW,DCA
888,10,CSG,ATL
518,10,CVG,CRW
217,10,SMF,MDW
49,10,LAX,RDU
4,10,LAX,LGA
4,10,LGA,SLC
62,10,SAT,TUL
4376,10,LAS,SEA
3201,10,FLL,LGA
704,10,DEN,LNK
1808,10,LAX,MCO
1998,10,SLC,MSP
854,10,CVG,PDX
972,10,GSO,DFW
2504,10,RDU,DFW
4025,10,STL,DTW
2988,10,FLL,EWR
975,10,BOI,GEG
1266,10,LAS,HOU
1356,10,BHM,IAH
1072,10,DEN,ICT
522,10,MSY,JFK
1037,10,PDX,ATL
1047,10,SYR,ATL
31,10,MIA,AUS
321,10,MSP,BUF
1036,10,DEN,BUR
423,10,MEM,CLE
504,10,PIT,DAY
895,10,ROC,EWR
544,10,RSW,BWI
306,10,CHS,IAH
406,10,FLO,ATL
426,10,DFW,MLU
410,10,CHA,CVG
253,10,DEN,GTF
322,10,ISP,ATL
5,10,MCO,ICT
2,10,JAC,DFW
119,10,CID,ATL
124,10,SWF,MCO
57,10,COS,MCI
520,10,MCO,RSW
1304,10,SEA,STL
677,10,OAK,MCI
5151,10,CLE,ORD
1121,10,SAN,ABQ
487,10,BUF,BOS
548,10,CLT,CAE
2012,10,FLL,CLT
62,10,PIA,STL
1888,10,DFW,CRP
484,10,FWA,DFW
200,10,TYR,IAH
824,10,MKE,CLE
688,10,CLE,GRR
155,10,MIA,RIC
57,10,ILM,CVG
63,10,TVC,MSP
62,10,MSP,TYS
124,10,ROA,DTW
47,10,SLC,DSM
1,10,ABE,AZO
1,10,BWI,DCA
48,10,OAK,FLL
31,10,SLC,CLT
31,10,PDX,MCO
1205,10,IND,PHX
577,10,CMH,PIT
3040,10,MSP,STL
1253,10,PHL,STL
1087,10,PBI,TPA
422,10,STT,MIA
1011,10,MOT,MSP
1617,10,MCI,OKC
1372,10,DEN,ONT
610,10,BUR,PDX
382,10,TYS,DTW
2321,10,MIA,JFK
1597,10,STL,CLT
115,10,DAL,LAX
460,10,DCA,MDW
93,10,ATL,HTS
384,10,RDU,CMH
715,10,GSP,CVG
4,10,CLE,GSO
214,10,HOU,FLL
1,10,COS,MSN
62,10,HOU,SAN
134,10,BTV,ATL
3,10,JAC,ORD
31,10,MSP,ROC
1750,10,OMA,PHX
15,10,SJC,PSP
1237,10,BOI,SEA
1414,10,ONT,SEA
1646,10,PBI,LGA
2189,10,DAL,MAF
2068,10,ALB,ORD
4394,10,MCO,PHL
1523,10,MSN,DTW
1108,10,MSY,EWR
1371,10,MSP,GRR
404,10,PHX,ICT
1516,10,STL,BOS
1831,10,ORF,CLT
905,10,MIA,DEN
309,10,IAD,SMF
55,10,PVD,IAH
2240,10,LAX,SBP
42,10,KOA,OAK
166,10,RNO,EKO
183,10,EWR,MSN
135,10,EFD,IAH
298,10,CLE,ORF
1,10,AEX,BTR
181,10,CVG,HVN
600,10,IAD,CVG
292,10,CVG,SGF
62,10,MSY,BOS
262,10,PHX,BFL
115,10,ATL,MFE
62,10,MCI,ONT
3184,10,SLC,SEA
2746,10,PHL,TPA
957,10,ATL,MDT
2414,10,LGA,MSP
956,10,SNA,MSP
1110,10,EWR,MSY
3253,10,ATL,PBI
24,10,SRQ,PBI
2413,10,FLL,DFW
1196,10,MHT,DTW
2558,10,PHX,EWR
894,10,CVG,LAS
730,10,HOU,ABQ
2910,10,SLC,BOI
914,10,STL,CID
61,10,EWR,TUS
1,10,PBI,MIA
248,10,EWR,MYR
1382,10,DFW,LAW
1305,10,IDA,SLC
181,10,LEX,CLE
595,10,EWR,ALB
241,10,PHL,HOU
119,10,PWM,CLE
31,10,CAE,TPA
116,10,IPL,YUM
31,10,MCI,TUS
124,10,MSY,PNS
1895,10,LAX,RNO
336,10,ANC,SCC
8830,10,DFW,ORD
1157,10,MSP,GRB
360,10,LGA,GSP
341,10,EWR,HNL
1859,10,DEN,BWI
1770,10,IAH,BWI
765,10,MDT,CLT
612,10,RNO,ORD
2148,10,LBB,DFW
1100,10,ORD,BMI
915,10,PIH,SLC
472,10,ATL,EYW
398,10,HPN,IAD
222,10,ISP,LAS
244,10,XNA,DEN
248,10,LWS,SLC
26,10,RSW,BUF
151,10,MLI,DTW
62,10,SMF,COS
13,10,ROC,LAS
776,10,SLC,SAT
230,10,MSP,SUX
341,10,PDX,MCI
3110,10,DFW,MEM
1297,10,SAN,MSP
4226,10,MSP,DFW
1852,10,MSP,FAR
341,10,MAF,LAS
2346,10,MKE,ATL
1265,10,CVG,CMH
483,10,DFW,FWA
164,10,ORD,BTR
465,10,SFO,RDM
40,10,DFW,PFN
470,10,GSP,IAH
31,10,DCA,ORF
93,10,RAP,ORD
4,10,SAV,DCA
31,10,SDF,BOS
31,10,MOB,ORD
674,10,HRL,SAT
4613,10,PHX,SEA
284,10,ABQ,SFO
4121,10,SAN,SMF
921,10,EWR,MHT
186,10,SHV,MLU
541,10,IAD,MSY
977,10,JFK,ORD
1271,10,ALB,DTW
1027,10,SEA,KTN
7874,10,ORD,BOS
840,10,EWR,CHS
851,10,MEM,CVG
216,10,SAN,RNO
75,10,OGG,SJC
25,10,DEN,KOA
395,10,IND,IAD
401,10,BHM,LGA
406,10,ROC,CVG
31,10,ORF,DCA
108,10,CMH,MKE
58,10,PIA,DEN
62,10,DTW,XNA
93,10,FLL,SWF
90,10,MFR,PHX
90,10,PHX,MFR
31,10,SMF,BFL
124,10,RDU,SDF
22,10,JAX,LAX
524,10,DTW,SBN
1423,10,CVG,TPA
188,10,BWI,LGA
426,10,STL,PDX
247,10,JFK,PHL
1128,10,ORF,PHL
1548,10,CVG,DTW
2547,10,IND,DTW
4965,10,ATL,FLL
1825,10,MCI,LAS
5596,10,DFW,AUS
1497,10,DTW,CLE
1861,10,MSP,CLE
251,10,SDF,LAS
1320,10,ORD,EVV
2065,10,IAD,EWR
146,10,MKE,LAX
187,10,MFR,DEN
347,10,CLE,HPN
31,10,LAX,PIE
32,10,MHT,JFK
1,10,TYS,SDF
93,10,SRQ,IAH
36,10,ORF,BNA
120,10,MSP,TUL
17,10,ADK,ANC
31,10,IND,SAT
62,10,MCI,MSY
62,10,BHM,RDU
93,10,DTW,RNO
837,10,MEM,SAT
3183,10,SLC,SFO
808,10,FLL,STL
1476,10,STL,TPA
1140,10,IAH,TUS
3252,10,DFW,MIA
183,10,STL,HNL
515,10,DTW,HPN
3828,10,LAX,IAD
8920,10,SAN,LAX
3368,10,MDW,CLE
812,10,SEA,CVG
223,10,DCA,DAY
158,10,SDF,DCA
4652,10,ATL,DEN
1226,10,CLE,DEN
1746,10,MCO,MDW
372,10,SEA,TUS
93,10,SAT,MSY
61,10,TUS,EWR
828,10,MKE,DFW
1971,10,JFK,RDU
2072,10,EWR,IAD
837,10,VPS,DFW
50,10,MCO,BMI
494,10,CVG,LAN
1,10,SMF,RNO
155,10,KOA,SEA
91,10,DFW,SYR
62,10,GCC,DEN
4,10,OGG,DEN
58,10,MSP,CMX
243,10,BGM,PIT
439,10,PWM,PIT
702,10,RDU,PIT
277,10,BOS,ROC
1366,10,LAS,SAT
2660,10,DFW,SJC
1906,10,STL,LIT
591,10,RST,MSP
6588,10,DEN,ORD
1076,10,TUS,ORD
629,10,DTW,PBI
1305,10,PBI,PHL
991,10,TPA,DEN
1906,10,PDX,DFW
825,10,MKE,IAH
1023,10,ANC,JNU
1557,10,BTR,ATL
1474,10,LAX,BNA
2695,10,DTW,DCA
489,10,IND,LAX
705,10,RDU,PHX
31,10,MLU,JAN
1465,10,AZO,ORD
797,10,MDW,SEA
62,10,TLH,MCO
94,10,MLI,CVG
364,10,CVG,GRB
49,10,CLE,BHM
57,10,JFK,TLH
154,10,SFO,COS
93,10,SLC,HDN
61,10,SRQ,BWI
9,10,LAS,DSM
31,10,JFK,MHT
310,10,PIT,PWM
1010,10,TUS,SAN
604,10,TUL,SLC
4679,10,SJC,SNA
993,10,DEN,TPA
3013,10,RDU,LGA
1217,10,DCA,MCO
2306,10,DFW,ONT
3320,10,DSM,ORD
1061,10,MSP,DLH
1274,10,DFW,BHM
5428,10,ORD,CVG
638,10,MHT,ATL
2896,10,HNL,ITO
1524,10,IAH,LFT
184,10,PIE,MDW
1194,10,ATL,AVL
279,10,CAK,BOS
76,10,DAB,CVG
62,10,PNS,JFK
1,10,MYR,MLB
413,10,SBA,PHX
62,10,DTW,SHV
62,10,EGE,DFW
114,10,YUM,IPL
2985,10,BUR,SFO
439,10,DTW,TYS
1713,10,ORD,TYS
401,10,SEA,MEM
1083,10,MEM,MSY
2038,10,MDT,ORD
6268,10,SFO,ORD
293,10,JFK,PDX
4838,10,LAS,DFW
391,10,STL,FSD
1516,10,MDW,IND
4840,10,DFW,LAS
396,10,MSY,LAS
1672,10,MLB,ATL
281,10,CHA,CLT
1408,10,RDU,CVG
3,10,BIL,GTF
248,10,LAS,LIT
62,10,ORH,ORD
839,10,JFK,PIT
826,10,IAH,LIT
871,10,GPT,IAH
136,10,MDW,CVG
124,10,IAD,SCE
53,10,FLL,BUF
124,10,DTW,TUL
4,10,ATL,PSE
124,10,OGG,SAN
844,10,IND,PIT
2856,10,EWR,RDU
123,10,STL,RNO
1392,10,SLC,SJC
3945,10,PHX,SNA
304,10,ATL,STT
10607,10,LGA,ORD
2404,10,IAD,DFW
93,10,BHM,BTR
1686,10,ILM,CLT
983,10,ORD,COS
399,10,MCI,SAN
33,10,MEM,SAN
93,10,ISP,JAX
1544,10,DFW,TYR
62,10,SJC,BWI
585,10,RAP,SLC
877,10,SFO,SBP
618,10,FAT,DEN
1,10,EYW,SRQ
93,10,RIC,FLL
13,10,ATL,STX
45,10,LAS,ANC
35,10,CLT,PWM
89,10,ONT,ABQ
589,10,BWI,SFO
1110,10,CVG,SFO
651,10,SNA,STL
853,10,CVG,MEM
804,10,GEG,MSP
2506,10,MEM,DTW
1917,10,DAL,ELP
176,10,DTW,HOU
1440,10,PBI,JFK
889,10,MEM,BNA
97,10,SLC,CLE
921,10,MIA,CVG
578,10,OKC,CVG
481,10,ALB,DCA
391,10,DTW,PWM
310,10,AUS,TPA
185,10,MHT,MCI
981,10,OAK,MDW
664,10,FAT,SLC
179,10,SEA,PSC
668,10,BZN,DEN
979,10,FAY,ATL
291,10,SGF,CVG
93,10,JFK,SDF
87,10,JAN,DCA
52,10,SAV,BOS
47,10,SLC,BNA
1265,10,JFK,SAN
3099,10,PDX,SJC
875,10,MLI,STL
764,10,CLE,TPA
669,10,AUS,LBB
1109,10,GRB,MSP
467,10,RSW,ORD
2964,10,SJC,ORD
3695,10,SAN,DFW
773,10,MSY,DTW
628,10,PBI,DTW
2316,10,DTW,IAD
1367,10,RDU,IAH
2446,10,EWR,LAS
12786,10,LAS,LAX
341,10,LAS,AMA
650,10,ADQ,ANC
4673,10,BWI,ATL
619,10,COS,ATL
7581,10,EWR,ATL
3256,10,PNS,ATL
3369,10,IAH,AUS
3387,10,ORD,BWI
1978,10,ATL,CMH
714,10,TPA,ISP
93,10,STL,OGG
279,10,BNA,ONT
1270,10,SGU,SLC
584,10,SLC,RAP
698,10,MOB,IAH
466,10,LEX,DFW
688,10,JAX,IAD
2,10,SMF,FAT
94,10,ORD,RAP
31,10,TPA,CAE
31,10,RST,DFW
146,10,EWN,ATL
162,10,MEM,PIT
1,10,EUG,BOI
982,10,DTW,SDF
791,10,BNA,STL
2190,10,CLT,MIA
353,10,FWA,DTW
3357,10,ANC,FAI
5548,10,OGG,HNL
4151,10,OAK,LAS
918,10,ORD,ABE
1054,10,BET,ANC
2237,10,BUF,ATL
1697,10,SEA,ATL
1587,10,MSY,BHM
1448,10,LAS,CLE
1362,10,IAH,CRP
1789,10,ATL,DAB
496,10,BWI,SAT
722,10,MDW,IAD
