ConsumerReportCount,_c1,_c16,_c17
2776,1,EWR,RDU
866,1,EWR,SLC
700,1,IAD,SLC
3616,1,ONT,SMF
2848,1,CLE,LGA
1677,1,MSP,MCO
517,1,LGA,MSY
1170,1,DTW,ORF
1106,1,MSY,EWR
357,1,PDX,EWR
436,1,CVG,JAN
340,1,TPA,ABQ
123,1,BTR,BHM
1686,1,MSP,CVG
1990,1,MSP,DCA
2193,1,SJC,DEN
870,1,IAD,CAE
418,1,ATL,ISP
660,1,HPN,ATL
154,1,MCO,HSV
63,1,ROC,DFW
53,1,BHM,RDU
1015,1,SNA,LAX
67,1,HHH,ATL
476,1,MEM,RDU
47,1,EWR,PSE
63,1,HLN,BIL
1,1,CRW,CHO
942,1,LAX,PIT
451,1,SBN,PIT
1140,1,CVG,RIC
1351,1,EWR,SEA
2323,1,EWR,SJU
1984,1,DEN,SNA
2208,1,CVG,LGA
1859,1,PHX,OMA
557,1,ATL,ONT
867,1,BNA,PHL
1171,1,PHL,JAX
1021,1,BNA,LAS
3718,1,SJC,LAS
13069,1,LAS,LAX
1562,1,MGM,ATL
3280,1,ORD,BWI
1305,1,DCA,CLE
364,1,CVG,CHO
156,1,DCA,SLC
515,1,LYH,ATL
144,1,BTV,ATL
231,1,ATL,APF
458,1,BWI,RSW
192,1,JAX,MSP
426,1,CVG,SAV
1621,1,ALB,BWI
1612,1,BWI,BUF
31,1,TTN,ATL
218,1,LIH,OGG
30,1,DAB,CLE
666,1,HRL,SAT
4775,1,GEG,SEA
4672,1,MCI,MDW
4273,1,DEN,MSP
825,1,RDU,MSP
1794,1,OKC,ORD
1180,1,JAX,PHL
758,1,LAX,FLL
2807,1,HRL,HOU
2642,1,ATL,HSV
1057,1,MEM,LAX
1632,1,MSY,BHM
634,1,JFK,CLE
1361,1,DEN,CVG
1375,1,GRR,CVG
436,1,JAN,CVG
1510,1,ORD,XNA
247,1,STT,EWR
436,1,CVG,ROA
610,1,BQK,ATL
1776,1,MCO,MDW
2473,1,ITO,HNL
358,1,VPS,IAH
63,1,LAS,SBP
309,1,JFK,CMH
1,1,OMA,ABQ
130,1,ROA,DTW
149,1,ALB,BOS
18,1,BIL,PHX
1,1,LGB,GJT
60,1,MSP,ATW
4580,1,LAS,SLC
1766,1,FSD,MSP
2998,1,BNA,DTW
1645,1,LAX,DTW
641,1,ANC,ADQ
861,1,BNA,BHM
2454,1,ATL,CAE
1137,1,CLT,CMH
584,1,MHT,CVG
18,1,EGE,PHL
301,1,BOS,PHF
143,1,JFK,IND
248,1,SDF,LAS
4,1,MLB,LGA
198,1,SLC,RDM
62,1,ATL,EWN
204,1,ELM,DTW
62,1,PHL,MDT
123,1,OAK,MSY
123,1,MSY,OAK
117,1,ISP,CLE
1,1,BIS,GJT
1,1,COS,PSP
3535,1,MSP,PHX
2892,1,LGA,RDU
316,1,BOS,ROC
1511,1,CLT,SAV
5681,1,PHX,SLC
437,1,CLT,SYR
320,1,PIT,LEX
385,1,ELP,MAF
1625,1,ATL,MGM
890,1,DTW,PBI
2356,1,PHL,IAH
1542,1,SEA,IAH
1451,1,SNA,IAH
342,1,JAX,IND
660,1,MIA,LAS
341,1,EGE,ATL
2888,1,RIC,ATL
983,1,CLT,BHM
223,1,RSW,CMH
977,1,FLL,CVG
412,1,MSP,DAY
142,1,LAX,XNA
1279,1,BTR,IAH
401,1,ORD,AVP
217,1,BGM,IAD
1409,1,MDW,DEN
262,1,CLT,STT
917,1,ATL,FAY
63,1,DFW,SYR
31,1,RST,DFW
18,1,MSN,LAS
1295,1,RDU,BNA
279,1,SAT,TPA
237,1,SFO,CEC
93,1,SFO,COS
13,1,LAS,DAY
116,1,CAE,MEM
185,1,ISP,CVG
3215,1,TUS,PHX
399,1,BDL,SJU
1558,1,BZN,SLC
320,1,MSP,SUX
108,1,SYR,LGA
457,1,TYS,MEM
321,1,FLL,MSP
1069,1,IAD,MSP
2426,1,MEM,MSP
2027,1,DAL,OKC
1842,1,TUL,ORD
1789,1,JAX,DFW
872,1,RIC,DFW
2538,1,MEM,DTW
648,1,TVC,DTW
995,1,CVG,JFK
1847,1,SAN,ATL
827,1,PNS,CLT
1868,1,DTW,CMH
1759,1,BOS,DEN
496,1,BOS,ISP
187,1,SHV,CVG
26,1,LGA,BTR
240,1,IAH,CRW
50,1,LAS,BFL
89,1,ATL,ACY
33,1,RHI,MSP
2,1,FCA,TWF
33,1,CVG,MGM
1,1,PFN,TLH
356,1,GSO,PIT
1032,1,CLT,SFO
1459,1,MSO,SLC
1567,1,CLT,STL
883,1,RDU,STL
367,1,SDF,TPA
1416,1,PIT,MSP
228,1,PDX,DTW
123,1,BTR,JAN
977,1,CVG,JAX
862,1,MCI,ABQ
450,1,ORD,ABQ
674,1,LBB,AUS
2079,1,HOU,BNA
620,1,MEM,BTR
1804,1,DTW,CLE
1035,1,DFW,LRD
687,1,RDU,BDL
388,1,DTW,SLC
693,1,ATL,ABY
554,1,SAN,BNA
497,1,SDF,EWR
93,1,COD,DEN
102,1,MFR,PHX
62,1,RDU,MSY
78,1,RSW,HPN
13,1,BMI,LAS
27,1,XNA,DCA
62,1,DTW,SCE
56,1,DTW,PLN
146,1,DTW,CAK
128,1,FLL,SWF
1,1,GSO,AUS
30,1,MKK,OGG
1056,1,CVG,PHX
1035,1,EWR,PVD
971,1,DTW,SDF
3170,1,BUR,SMF
517,1,MSY,LGA
571,1,ROC,LGA
426,1,MSP,MBS
1090,1,MEM,MSY
904,1,SLC,OKC
8912,1,EWR,ORD
1309,1,DTW,FLL
1221,1,MSP,BWI
2067,1,BOS,CVG
1546,1,LEX,CVG
337,1,SEA,TUS
346,1,SJU,IAH
653,1,CVG,CHA
9,1,LGA,STT
21,1,BOI,ATL
1079,1,CHA,ATL
84,1,JAN,DCA
116,1,RSW,FNT
186,1,ITO,OGG
326,1,DTW,SAT
362,1,BDL,BNA
329,1,MCI,TPA
238,1,MDW,BUF
62,1,MDW,RNO
279,1,SEA,MCI
376,1,EWR,SAV
306,1,MSN,CLE
279,1,CWA,ORD
33,1,RNO,ONT
63,1,SLC,XNA
371,1,LAX,SGU
23,1,JAX,DEN
87,1,OGG,SAN
94,1,DTW,DLH
31,1,RSW,IAD
57,1,FCA,BIL
1,1,CLL,ILE
1,1,DEN,BTM
1,1,DCA,BHM
1,1,MSO,IDA
332,1,ELM,PIT
123,1,RDU,RIC
2412,1,BOS,SFO
254,1,MCO,TPA
24,1,MCO,MDT
842,1,BZN,MSP
666,1,SLC,PHL
5405,1,LGA,DFW
4178,1,DTW,EWR
1133,1,CMH,LAS
504,1,HSV,ORD
304,1,HNL,EWR
248,1,ABE,IAD
117,1,SLC,FLL
88,1,ATL,LAN
60,1,DCA,MLB
207,1,DRO,PHX
30,1,RNO,GEG
89,1,MCI,AUS
619,1,RAP,SLC
90,1,SLC,BLI
62,1,SDF,RDU
145,1,LNK,MSP
16,1,SAV,MEM
31,1,PWM,BDL
155,1,SAN,MSY
31,1,LAX,PIE
1,1,BNA,IND
1,1,MEM,PIA
9,1,ATL,BQN
574,1,PIT,SDF
2775,1,BUR,SJC
1479,1,IDA,SLC
7348,1,DCA,ORD
1973,1,SMF,PDX
3641,1,DTW,DFW
77,1,MIA,EGE
248,1,PIT,ELM
125,1,PSC,GEG
13325,1,LAX,LAS
856,1,KOA,LAX
1045,1,BUF,CLT
437,1,SYR,CLT
1350,1,ONT,DEN
2113,1,RDU,BOS
1489,1,JFK,BUF
156,1,SLC,DCA
57,1,PMD,SFO
397,1,SJC,IAD
2,1,DSM,PIH
3,1,LGA,SFO
1,1,BWI,AVP
2772,1,ATL,RIC
1145,1,DFW,RNO
1087,1,LGA,MEM
1280,1,IAD,MIA
992,1,SNA,MSP
1400,1,GEG,PDX
610,1,BRW,FAI
443,1,ROC,CLT
615,1,AUS,CVG
1156,1,GSO,CVG
620,1,PHX,DCA
1091,1,MHT,DTW
91,1,ANC,LAX
864,1,CVG,TYS
438,1,LGA,PHF
949,1,HOU,MDW
571,1,IAH,ICT
224,1,EWR,XNA
623,1,PSP,LAS
62,1,GEG,SAN
4,1,BIL,PIH
62,1,ORF,MSP
62,1,IDA,MSP
275,1,PVD,ISP
1,1,CRP,SAT
164,1,SJT,IAH
1,1,FCA,GJT
892,1,COS,PHX
1754,1,ORD,RIC
163,1,LGA,SDF
1502,1,BOI,SFO
1252,1,DTW,SYR
247,1,BTR,MOB
2100,1,FAR,MSP
510,1,IAD,MSY
1040,1,IAH,OMA
450,1,ABQ,ORD
374,1,STL,PDX
3765,1,MSY,IAH
811,1,ONT,IAH
1247,1,CLE,LAS
558,1,MCO,ABQ
728,1,SRQ,CLT
495,1,ATL,EYW
317,1,FLL,IND
431,1,MSO,MSP
304,1,SAN,AUS
271,1,IAH,CHS
205,1,CLE,GSP
1070,1,GJT,DEN
62,1,COS,ONT
1,1,PVD,BOS
714,1,BZN,DEN
130,1,DTW,ROA
186,1,GSP,MEM
62,1,AUS,MFE
251,1,MHT,LGA
31,1,MIA,SAV
93,1,MEI,LFT
31,1,LAS,PIE
2,1,JFK,PNS
885,1,STL,RDU
1101,1,ORD,RSW
520,1,BWI,SFO
2830,1,BWI,TPA
448,1,SAT,MCO
1088,1,GSO,ORD
1842,1,ICT,ORD
1539,1,RST,ORD
3437,1,ATL,PBI
351,1,CLE,PBI
823,1,MSY,PHL
803,1,PWM,PHL
2016,1,TPA,JFK
6230,1,SEA,LAX
31,1,COS,ABQ
681,1,CLT,AVL
2022,1,PIT,BOS
2480,1,SFO,BOS
681,1,CVG,BUF
1284,1,PIT,BWI
400,1,STL,COS
802,1,ORD,LEX
67,1,GRR,TPA
455,1,CVG,GRB
152,1,HOU,DEN
62,1,RNO,LGB
91,1,RDU,SAT
666,1,LAX,YUM
434,1,BIS,DEN
116,1,HPN,PBI
93,1,SRQ,JFK
1,1,MCO,SRQ
1,1,MEM,LEX
1,1,RAP,CYS
419,1,MEM,SEA
3701,1,DTW,LGA
4818,1,ATL,MEM
186,1,JAN,MLU
774,1,MEM,PHL
919,1,DAY,DFW
6553,1,LAX,DFW
4098,1,STL,DTW
1507,1,BOS,IAH
3713,1,PDX,LAX
672,1,STL,AUS
7610,1,DCA,BOS
1051,1,MIA,BWI
1569,1,SLC,BZN
766,1,SYR,CVG
2465,1,AMA,DAL
799,1,DFW,GSP
1359,1,FNT,ATL
242,1,CVG,BGM
31,1,OAK,BWI
196,1,COS,LAS
213,1,MSN,DEN
30,1,OKC,AUS
149,1,DEN,IDA
1,1,ICT,COS
390,1,SFO,LIH
23,1,DEN,JAX
93,1,DFW,HRL
174,1,FAT,VIS
1,1,LAN,CRW
1,1,MCI,PIH
45,1,BHM,CLE
31,1,BRW,SCC
684,1,BNA,PIT
760,1,CLE,PVD
2923,1,SEA,SMF
1629,1,SLC,SNA
1651,1,OMA,STL
1102,1,MEM,MCO
502,1,ONT,MSP
2609,1,SJC,ONT
972,1,SWF,ORD
1585,1,HSV,DFW
3201,1,MSP,EWR
3830,1,EWR,LAX
499,1,PSP,SLC
66,1,CVG,BTR
316,1,MKE,MCO
167,1,SRQ,IND
60,1,LAS,ANC
468,1,MCO,ORF
192,1,SRQ,CLE
4,1,LGA,MLB
4,1,LIH,DEN
56,1,ATL,BGR
124,1,CAE,DTW
62,1,LIT,DTW
1,1,JFK,ISP
2,1,JFK,EWR
166,1,IAH,ABI
10,1,DFW,MYR
838,1,BOS,SLC
4139,1,MDW,STL
1463,1,GRR,MSP
590,1,DCA,MSY
814,1,DTW,GSO
1080,1,CMH,IAH
3489,1,STL,ATL
1744,1,PBI,CLT
255,1,MIA,CMH
561,1,CVG,AZO
888,1,CLT,CVG
606,1,DSM,CVG
187,1,FNT,TPA
24,1,LAS,CAK
18,1,LAS,MSN
1139,1,MCI,MCO
257,1,TUL,LAS
488,1,GSP,EWR
655,1,EWR,ALB
587,1,CLE,GRR
26,1,SAV,BOS
116,1,DTW,AVP
30,1,HOU,PVD
1,1,OKC,TWF
1156,1,DCA,PVD
1117,1,ABQ,SAN
481,1,DTW,TYS
3681,1,DFW,MCO
962,1,DCA,MEM
1224,1,DFW,MFE
905,1,BIL,MSP
407,1,DAY,MSP
1679,1,MCO,MSP
447,1,FWA,DTW
477,1,ATL,ELP
50,1,MTJ,EWR
8660,1,ORD,EWR
963,1,ORF,EWR
124,1,PHL,GSP
361,1,DFW,HDN
59,1,EWR,HDN
654,1,RSW,IAH
1058,1,DEN,ICT
912,1,DFW,JFK
1026,1,SLC,JFK
341,1,WRG,KTN
603,1,PVD,BNA
1357,1,TPA,BNA
31,1,FLL,CMH
1287,1,ORD,EVV
117,1,SNA,JFK
305,1,EWR,HNL
516,1,ATL,LYH
42,1,HKY,ATL
1137,1,IAH,CVG
171,1,IAD,MCI
248,1,PHX,DSM
178,1,TEX,PHX
58,1,ABQ,ONT
86,1,DSM,SLC
1,1,MSP,SPI
116,1,RDU,IND
7,1,MEM,RIC
225,1,EVV,DTW
365,1,BPT,DFW
1,1,MSO,TWF
2422,1,PDX,SLC
2009,1,SDF,STL
2720,1,PBI,LGA
4224,1,OAK,ONT
10186,1,LGA,ORD
3166,1,PHL,DTW
483,1,CLT,FAY
690,1,CLE,FLL
4755,1,SEA,GEG
3474,1,MCO,JFK
195,1,IND,BOS
464,1,BOS,BUF
2088,1,MAF,DAL
5806,1,ATL,DCA
244,1,RDU,LAS
1676,1,TYR,DFW
341,1,SEA,FAI
190,1,JFK,ONT
1101,1,RSW,JFK
482,1,TRI,CVG
689,1,MHT,ATL
162,1,HNL,SAN
57,1,FLL,OAK
404,1,PSP,IAH
674,1,SEA,MDW
128,1,SAT,CLE
93,1,PHX,CLD
446,1,SBA,SLC
10,1,OAK,KOA
2,1,EWR,JFK
4,1,CVG,PNS
17,1,IND,PBI
2649,1,MCI,PHX
458,1,CRW,PIT
5046,1,SJC,SAN
4140,1,STL,MDW
603,1,PIT,MHT
720,1,IAH,GSO
7409,1,LAX,JFK
1350,1,TUL,ATL
3340,1,DFW,CLT
311,1,DTW,DAY
512,1,DFW,FWA
1854,1,ORD,PIA
594,1,IAH,SMF
244,1,ORD,BTR
304,1,AUS,RDU
440,1,MCI,IND
248,1,MCI,SMF
865,1,MDW,RDU
151,1,PDX,MDW
31,1,SMF,SAT
277,1,ALB,JFK
1,1,CIC,MRY
421,1,DFW,MLU
68,1,HNL,SNA
1283,1,MSP,SAN
4755,1,DAL,SAT
618,1,BTR,MEM
969,1,ABE,ORD
953,1,COS,ORD
1613,1,MSN,DTW
5412,1,MSY,HOU
752,1,TPA,JAX
2417,1,LAS,JFK
1734,1,LEX,ATL
31,1,PBI,CMH
1250,1,CLE,DEN
449,1,IAD,MDT
197,1,IAD,DAY
980,1,AVL,ATL
222,1,SMF,IAD
79,1,OGG,SLC
689,1,EWR,SYR
106,1,BGR,EWR
56,1,OKC,SAN
31,1,IAD,SPI
866,1,SLC,GJT
27,1,XNA,RDU
124,1,TUL,DTW
271,1,DTW,OMA
295,1,IAD,ALB
61,1,GTR,DFW
2,1,CLT,OAJ
31,1,EWR,BTR
2,1,PSC,PIH
8285,1,PHL,ORD
822,1,CVG,ORF
731,1,BTV,PHL
1709,1,LAN,DTW
425,1,SBN,DTW
1296,1,IND,IAH
2373,1,PHL,LAX
4708,1,MEM,ATL
481,1,LAS,FLL
1102,1,JFK,RSW
626,1,OAK,IAD
738,1,IAD,CHS
214,1,SLC,HDN
89,1,BTR,DCA
46,1,FNT,LAS
417,1,DAY,EWR
216,1,IAH,BFL
156,1,AVL,IAH
550,1,IAH,BPT
454,1,SBA,PHX
91,1,CHS,MCO
30,1,OMA,TUS
150,1,LAX,BOI
26,1,BOS,SAV
1165,1,ONT,LAX
3,1,RNO,AUS
295,1,ALB,IAD
364,1,SNA,PIT
1196,1,STL,PIT
151,1,DTW,RNO
4040,1,DFW,SAN
1369,1,LAS,SAT
4140,1,ORD,SEA
1364,1,PSC,SLC
1811,1,ORD,TUL
619,1,MAF,HOU
1694,1,DFW,IND
1294,1,HOU,JAN
1895,1,MSP,LAX
2351,1,BUF,ATL
641,1,SDF,BHM
4081,1,LAS,BUR
7615,1,BOS,DCA
124,1,KOA,SEA
1,1,RSW,SRQ
125,1,CVG,ICT
28,1,ORD,MYR
1,1,EUG,TWF
3810,1,ELP,PHX
2919,1,EWR,SFO
3791,1,PHX,SJC
4370,1,SNA,SJC
806,1,PVD,TPA
1910,1,TPA,LGA
430,1,PIT,MSY
676,1,CVG,OKC
340,1,MCO,JAN
3522,1,ATL,LAX
1072,1,PIT,LAX
3692,1,ORD,BDL
340,1,STL,BHM
1850,1,MYR,CLT
6430,1,PHX,DEN
248,1,ORD,ANC
945,1,XNA,ATL
172,1,SMF,HNL
120,1,PNS,ORD
93,1,JFK,PSE
794,1,IAH,HRL
4,1,DAB,LGA
62,1,MSY,RDU
60,1,AUS,MSY
37,1,SLC,SBP
4,1,HDN,JFK
85,1,DTW,CWA
62,1,SBN,MSP
215,1,GRR,MEM
1,1,FLL,RSW
19,1,BOS,MYR
1,1,SBN,LEX
30,1,CLE,DAB
57,1,PHL,ABE
26,1,SBN,CLE
1,1,ANC,SFO
124,1,MLU,PNS
776,1,DEN,PSP
499,1,CLT,ROA
2702,1,ORD,SJC
337,1,LIT,MDW
585,1,JAX,MEM
2441,1,ATL,ORF
1659,1,CMH,DFW
270,1,GUC,DFW
678,1,MDW,JAN
656,1,CLE,JFK
334,1,SCC,ANC
1643,1,BTR,ATL
1282,1,PHX,CMH
1766,1,BWI,DEN
192,1,BDL,PHX
543,1,LIH,LAX
404,1,AVP,ATL
47,1,LAS,FNT
850,1,HOU,BWI
319,1,IAH,LEX
174,1,IAH,CHA
152,1,BOI,LAX
22,1,LGA,HSV
6,1,TYS,DCA
1,1,GSO,BTR
740,1,RDU,PIT
814,1,SYR,PIT
2492,1,IAH,SFO
701,1,BHM,TPA
1027,1,MEM,MCI
1780,1,BNA,MCO
651,1,BHM,MDW
1280,1,CLT,MEM
1023,1,MSP,MOT
642,1,ABQ,MSP
106,1,HPN,MSP
1053,1,PSP,DFW
636,1,MSP,DSM
1819,1,LAS,DTW
370,1,SJU,DTW
922,1,CVG,ALB
3284,1,ORD,BUF
522,1,LIT,CVG
1295,1,CLT,DEN
181,1,RIC,MIA
26,1,KOA,DEN
927,1,ATL,TRI
1361,1,ATL,FNT
700,1,BWI,JFK
185,1,DEN,CAK
305,1,RDU,AUS
13,1,DSM,LAS
33,1,MLB,JFK
1608,1,BUF,BWI
422,1,CLE,HPN
179,1,MRY,PHX
320,1,DEN,SBA
56,1,LIH,PHX
66,1,MFE,ATL
186,1,MOB,MEM
93,1,OAK,HNL
117,1,MEM,IAD
1,1,MCN,FWA
1,1,SMF,RNO
20,1,CLT,PHF
341,1,LIT,PHX
2902,1,PHL,TPA
997,1,BDL,MSP
1276,1,SEA,ONT
8154,1,ATL,ORD
1097,1,ROC,PHL
527,1,FAT,DFW
2320,1,SJU,EWR
386,1,ATL,HNL
1434,1,PHX,JFK
1820,1,DTW,LAS
98,1,GUC,ATL
315,1,ROC,BOS
1295,1,RSW,BOS
1191,1,PHL,CMH
1732,1,DFW,ABI
757,1,GPT,MEM
796,1,LIT,IAH
328,1,IAH,DAY
1,1,RDU,GRB
1,1,FAT,TWF
1,1,GSO,JAX
54,1,GRR,DCA
93,1,JFK,SRQ
48,1,HNL,DTW
