avg(CAST(_c14 AS DOUBLE)),_c9
3.8890751606594023,1
5.9949261256661455,10
5.818165601308161,100
6.032538955087076,1000
4.113978012115773,1001
3.4243318366474234,1002
3.8628217389496444,1003
6.951349406261245,1004
6.158183241973375,1005
5.878639578878105,1006
6.157945409907091,1007
4.891103922361504,1008
8.006771807894502,1009
5.011910481729675,101
8.37936772046589,1010
6.291580310880829,1011
8.023052426446124,1012
11.272790535838553,1013
10.639687610933617,1014
9.312866843134998,1015
10.594064826982041,1016
8.716106850039672,1017
8.609337397721804,1018
8.128094683740784,1019
3.716408496896917,102
7.550012513556353,1020
8.315054880527576,1021
7.156829440905874,1022
6.208205035319688,1023
8.312822464687473,1024
6.747999134760978,1025
5.351423738370454,1026
8.629663056558364,1027
8.502371576874888,1028
7.264175481186059,1029
4.554963983714376,103
6.265219337511191,1030
6.3355783573656375,1031
6.719474200845035,1032
8.506548686364699,1033
6.671744833617159,1034
6.9664332286887225,1035
7.919739696312364,1036
10.73480729732995,1037
6.461425709678996,1038
5.45969596959696,1039
5.51884899304809,104
5.738738379284204,1040
4.551083437110834,1041
5.121866691986328,1042
4.188397077782553,1043
7.413692712246431,1044
4.413695610504121,1045
9.020389507154214,1046
4.799931820764365,1047
4.269293323574856,1048
7.456854705688298,1049
9.260882967428161,105
8.198915513735496,1050
8.254637766061316,1051
5.434930866965621,1052
4.659864693911226,1053
7.9471990572878894,1054
5.805960116513556,1055
7.607990487514863,1056
10.718795743165725,1057
5.962835512732278,1058
5.060590284730287,1059
8.582160361945457,106
5.651299160853301,1060
6.4970810021892484,1061
6.196034124971178,1062
6.0620211135705775,1063
6.360808080808081,1064
5.813988405555324,1065
6.490561147349777,1066
6.958097632516237,1067
7.830540512925309,1068
10.807391023868767,1069
7.11252496617486,107
5.918850072780204,1070
6.777051959708786,1071
8.82869781868104,1072
4.966100251266981,1073
6.239458225764208,1074
8.795186827105763,1075
9.129307298109207,1076
8.948101527032604,1077
5.967495013745889,1078
6.93750924784217,1079
3.7623099909055475,108
7.775861053871063,1080
5.26750172496152,1081
8.726531652018851,1082
5.787321422303346,1083
8.798707611368446,1084
7.981399234862144,1085
6.122245338264756,1086
7.406158810807099,1087
6.3331652070246225,1088
6.446781772483882,1089
5.422741316674023,109
5.550861696510009,1090
5.648300315173345,1091
7.22693651585969,1092
7.291763370983547,1093
6.343382873319179,1094
8.146179401993356,1095
6.117294979453279,1096
7.7614603877050365,1097
7.3351876417476145,1098
9.311344822200239,1099
7.1087209753824645,11
6.621572321401872,110
6.481925454204907,1100
9.582570379436964,1101
8.456276260504202,1102
6.449105822240151,1103
5.211767789280566,1104
9.42183582252262,1105
6.834574520901598,1106
10.534355775062819,1107
10.51685393258427,1108
6.736740886362665,1109
5.625306202436555,111
9.456930717904982,1110
8.379769752112153,1111
9.811293753625991,1112
10.804435131831674,1113
7.729805013927576,1114
8.098410332836563,1115
7.328288942695722,1116
4.961477551666799,1117
4.860321057601511,1118
8.718516725174515,1119
6.929933885553614,112
7.393395670120461,1120
5.941691652201357,1121
8.583250564334087,1122
6.130508844725923,1123
7.576735636114911,1124
4.621020480087716,1125
9.24087654588848,1126
8.1015503875969,1127
5.994006724163134,1128
9.407824933687003,1129
7.2228878330923365,113
4.956251302044582,1130
4.856335633563356,1131
7.452944908533362,1132
5.4990411436541144,1133
6.613015424942031,1134
6.483711183082492,1135
7.73434526707085,1136
8.217105774461801,1137
10.849039377580183,1138
12.933405405405406,1139
3.3159648020113135,114
6.542766798418972,1140
7.275296680616866,1141
8.356259920157761,1142
5.528994174157954,1143
5.706373861810391,1144
7.383256528417819,1145
7.030230596175478,1146
5.5891184511271454,1147
7.551730806420421,1148
4.343932861102556,1149
6.070127479148652,115
10.56670928151368,1150
6.5613988049639955,1151
9.059423523518966,1152
5.012042858407863,1153
6.838108231014098,1154
10.016280127330605,1155
10.563477426969607,1156
7.505970736828292,1157
8.854708562749193,1158
7.171426460265268,1159
6.540209276350597,116
8.697280408378807,1160
8.900075329566855,1161
7.722231184964104,1162
5.514434710054235,1163
4.3219348054679285,1164
6.275064573812835,1165
6.480623944538263,1166
7.002743205486411,1167
6.368342782786504,1168
10.58929866112427,1169
5.818974918211559,117
10.1348725526413,1170
6.79641583149312,1171
8.333203641739942,1172
8.72691524796447,1173
10.0942835557794,1174
7.487370092378753,1175
7.275946084017763,1176
10.209708107104738,1177
6.603697546723087,1178
8.594620987101761,1179
5.954714661384515,118
9.070064015323354,1180
8.58015697323405,1181
9.693662933624692,1182
6.764351810259635,1183
7.944195114773396,1184
9.615697406782262,1185
10.799838784947605,1186
10.140038273442483,1187
7.615626751757147,1188
12.487641800015025,1189
8.706800117750957,119
11.028966966692558,1190
8.078091439091747,1191
10.364079207920792,1192
6.0255245850297525,1193
6.509632530331107,1194
10.24820905242592,1195
6.648502284650533,1196
8.180473256680925,1197
9.217139449697589,1198
7.9600796596361,1199
6.023671512245455,12
5.59980829990415,120
6.614572047670639,1200
9.99595699306913,1201
6.908440033335859,1202
6.625189107413011,1203
10.054183753599162,1204
7.505764075067024,1205
8.516403023455155,1206
8.514275553749238,1207
