ConsumerReportCount,_c3,_c16,_c17
553,2,CLE,GSP
312,2,MCO,PHF
285,2,MCO,DAY
227,2,SAN,OGG
1123,2,ORD,ATW
25,2,TTN,ATL
15,2,MKE,SAN
1,2,CHS,AUS
8,2,SAN,KOA
4490,2,AUS,PHX
5300,2,TUS,PHX
572,2,WRG,PSG
1977,2,GTF,SLC
6176,2,ATL,STL
1387,2,BZN,MSP
8421,2,CLT,ATL
1378,2,SLC,BOS
550,2,HNL,EWR
151,2,CLE,SRQ
3125,2,BWI,ALB
1082,2,DCA,PHX
1444,2,DFW,GSP
1584,2,EKO,SLC
126,2,TPA,TYS
3,2,DEN,TWF
89,2,MEM,RIC
1,2,AUS,MCN
20,2,BTV,MSP
127,2,MKE,GRB
35,2,SAT,IND
15,2,MSP,MIB
1148,2,BHM,SDF
781,2,SAT,SLC
1649,2,CID,STL
1165,2,IND,TPA
1791,2,RAP,MSP
536,2,JAX,MSY
704,2,DAB,EWR
2485,2,TUL,HOU
2461,2,MCO,IND
1313,2,ATL,ABE
1135,2,SLC,ANC
474,2,LAS,GEG
376,2,EWR,BQN
12,2,MTJ,ORD
1708,2,SFO,RDD
1034,2,FAT,DEN
641,2,CLE,MDT
1201,2,IAH,LCH
256,2,MIA,MDW
273,2,CVG,ISP
701,2,IAH,GRK
236,2,RFD,DEN
173,2,DTW,CWA
105,2,HLN,MSP
103,2,SLC,YKM
30,2,TUS,ELP
2,2,RDU,GRR
10687,2,ORD,SFO
3655,2,PHL,MHT
2275,2,BWI,MSP
7918,2,DEN,MSP
556,2,HNL,MSP
5749,2,DTW,PHL
2123,2,BHM,DFW
5002,2,SLC,DFW
3946,2,IAD,DTW
1220,2,ABQ,HOU
614,2,SJU,BDL
2559,2,EWR,BUF
149,2,LAX,MFR
2975,2,ORD,GRB
3486,2,SGF,DFW
31,2,MLB,EWR
426,2,DSM,PHX
1535,2,TRI,ATL
150,2,AGS,EWR
114,2,OGG,IAH
452,2,HNL,LAS
13,2,DCA,ORF
43,2,XNA,CLE
56,2,MCO,PFN
211,2,ATL,ISO
1472,2,DEN,ASE
32,2,CMI,ATL
266,2,DEN,DAY
108,2,MDT,DFW
1,2,DEN,BFF
72,2,SLC,CLT
105,2,DEN,RDU
1,2,IAD,BWI
166,2,MKE,ATW
1135,2,BNA,PIT
3576,2,PHL,SFO
979,2,DCA,MSY
8503,2,BUR,OAK
7475,2,MSP,DFW
9426,2,SAT,DFW
21,2,COS,ABQ
1,2,RIC,BWI
110,2,PVD,IAH
2889,2,ORD,FWA
2,2,BDL,BOS
2,2,SGU,PSP
2074,2,MDW,PHL
185,2,DTW,AUS
2,2,DTW,TUS
381,2,DFW,PIA
21,2,LGA,BTR
1,2,SEA,RDM
1,2,ALB,MKE
202,2,BDL,IND
142,2,DEN,HSV
103,2,SGF,MSP
43,2,GCC,SLC
1,2,LGA,LWB
2130,2,CVG,PIT
1189,2,PIT,ROC
4159,2,ATL,SRQ
3676,2,EWR,TPA
798,2,DTW,TYS
849,2,MSY,LGA
586,2,SFO,MCO
7461,2,DFW,MSP
1658,2,DEN,MSY
3936,2,DFW,ONT
5256,2,MEM,ORD
2388,2,MSP,PDX
4489,2,RDU,CLT
1037,2,BNA,CMH
700,2,EWR,DAB
326,2,MEM,GSO
701,2,SBA,DEN
638,2,IAH,VPS
270,2,SAN,HNL
171,2,SAV,DTW
2,2,RDM,IDA
196,2,SAT,SFO
430,2,HPN,MCO
431,2,MCO,HPN
113,2,CLT,PWM
101,2,IDA,MSP
67,2,CMH,SLC
95,2,MCI,JAX
1,2,FSD,SBN
54,2,YUM,SLC
72,2,OMA,CLE
43,2,SLC,GCC
2,2,DAB,MLB
3210,2,ORD,RIC
191,2,BUF,ROC
6852,2,MCI,STL
37,2,SJU,STX
8329,2,SLC,LAX
2944,2,OKC,MCI
1293,2,PHL,MEM
5381,2,LGA,MIA
3537,2,MKE,ORD
1613,2,RIC,DTW
5450,2,IAH,EWR
54,2,EGE,LAX
11317,2,SEA,LAX
3587,2,ORD,ALB
3634,2,FLL,BOS
886,2,MSY,BWI
5120,2,DTW,DCA
2718,2,MDW,PHX
3049,2,MCO,MDW
814,2,SAT,MSP
458,2,ORD,DAL
60,2,BHM,MOB
2975,2,GRB,ORD
405,2,ABQ,PDX
60,2,GTR,AEX
318,2,CVG,SHV
37,2,MKE,RSW
11,2,STX,CLT
86,2,MLB,DCA
1,2,BHM,OKC
30,2,ANC,CVG
10,2,ATL,SOP
127,2,IND,MKE
1,2,MKE,BHM
7,2,SEA,KOA
804,2,MSP,RNO
825,2,SAT,MCO
2720,2,ATL,MGM
7134,2,LAS,OAK
2339,2,SLC,ONT
3476,2,EWR,PBI
1184,2,ABE,DTW
1891,2,CMH,LAS
11243,2,DFW,LAX
10541,2,MCO,ATL
6467,2,DFW,BOS
572,2,ANC,CDV
2071,2,JFK,ROC
1704,2,LAX,SMX
340,2,MLI,DEN
820,2,CHS,CVG
556,2,JFK,BNA
351,2,CVG,BGM
49,2,SJC,SBP
2312,2,DFW,GRK
137,2,RAP,ORD
330,2,SMF,MDW
467,2,PHX,GJT
465,2,SBP,PHX
123,2,MEM,FSM
410,2,EVV,DTW
31,2,PDX,CLT
43,2,BGR,JFK
1,2,DFW,MYR
1,2,EKO,PIH
1,2,JFK,SWF
1252,2,MDT,PIT
577,2,BWI,SJU
5292,2,LAS,SMF
146,2,STL,SRQ
2710,2,ATL,LEX
229,2,SDF,LEX
1910,2,MCO,MEM
7457,2,OAK,ONT
5479,2,SFO,EWR
15754,2,SAN,LAX
2282,2,MSP,BWI
1117,2,GSP,CLT
239,2,DFW,JAC
509,2,SEA,BNA
509,2,BNA,SEA
808,2,MCI,IND
812,2,BWI,RSW
146,2,OGG,SJC
1027,2,CVG,MHT
1384,2,MOD,SFO
1999,2,CLE,IAD
322,2,EWR,LEX
497,2,IAH,CAE
360,2,IAH,VCT
788,2,MDW,DCA
861,2,MEI,ATL
1315,2,IAD,CHS
64,2,LGB,ATL
21,2,LAX,PIE
366,2,BOS,GSO
184,2,DEN,MRY
2,2,BIL,PHX
139,2,PHX,KOA
132,2,ONT,SAT
100,2,AUS,TUS
60,2,MCI,SDF
1,2,CMH,ROC
2466,2,DTW,RDU
1,2,BWI,RIC
1841,2,DTW,ROC
690,2,PIT,RSW
5308,2,ORD,MEM
583,2,PIT,GRR
1769,2,CMH,IAH
1002,2,ABQ,CVG
545,2,SLC,AUS
547,2,JFK,BDL
266,2,PHL,EWR
1412,2,DFW,GGG
412,2,LAS,LIT
17,2,MEM,PBI
890,2,DEN,MSO
1466,2,CLE,MKE
2804,2,DEN,MDW
863,2,ATL,DSM
1311,2,ORD,FSD
1,2,TYS,AVL
41,2,MKK,OGG
707,2,CVG,ROC
148,2,MSY,MDW
358,2,PHX,DRO
125,2,COS,SMF
52,2,ORD,VPS
52,2,DCA,XNA
129,2,MKE,BNA
55,2,SLC,ACV
1,2,MFR,SBA
573,2,JAN,MCO
4320,2,STL,MCO
1653,2,STL,MSY
1062,2,PDX,ONT
250,2,EGE,ORD
14,2,CMH,PBI
1974,2,CVG,GRR
2432,2,BNA,LAX
6947,2,JAX,ATL
1851,2,BHM,BWI
1146,2,JAN,BWI
7790,2,PVD,BWI
1764,2,LAX,CLE
3272,2,CHS,CLT
635,2,COS,CVG
162,2,GSO,DCA
1831,2,RNO,DEN
9095,2,SLC,DEN
642,2,MCI,SAN
809,2,MCO,ORF
1486,2,GPT,IAH
278,2,VIS,FAT
2208,2,MYR,ATL
949,2,LGB,IAD
574,2,AVP,ORD
62,2,CVG,TVC
296,2,OGG,PHX
41,2,SLC,SGF
105,2,MSP,AVL
62,2,TUL,SMF
52,2,VPS,ORD
121,2,BGR,PWM
574,2,LIT,MDW
4579,2,AUS,ORD
508,2,EGE,DFW
1101,2,MOB,DFW
2150,2,DTW,FNT
112,2,PWM,ALB
2725,2,MSP,CLT
1956,2,BNA,CVG
4325,2,COS,DEN
1892,2,ISP,MDW
78,2,SJC,CVG
13,2,SJU,MAZ
1224,2,OAK,IAD
164,2,JAC,MSP
1017,2,IAH,AMA
307,2,IAH,ILE
2070,2,PHL,MDW
880,2,CAE,DFW
658,2,IAD,ALB
296,2,IAD,ABE
151,2,ATL,RNO
124,2,RSW,DEN
1288,2,DAL,STL
82,2,ASE,ORD
205,2,DTW,HSV
176,2,TUS,ONT
16,2,COS,MEM
1,2,MCN,CHS
1,2,FAT,MRY
3890,2,PHX,SAT
813,2,DTW,SBN
156,2,JAN,SHV
3180,2,IAH,TUL
763,2,PHX,MEM
211,2,CMH,MIA
3542,2,FAR,MSP
401,2,JFK,PHL
5986,2,ATL,PHX
3579,2,DFW,JAN
9312,2,DTW,ATL
447,2,SFO,AUS
1367,2,MEM,BHM
1110,2,JFK,CLE
1335,2,IAD,CVG
1560,2,MHT,MCO
44,2,HOU,PVD
1365,2,MFR,PDX
946,2,TYS,IAH
578,2,CLT,MDW
1156,2,CVG,CAK
355,2,TYR,IAH
41,2,BHM,DCA
226,2,MRY,SLC
233,2,BTV,ATL
234,2,DEN,RFD
115,2,ILG,ATL
423,2,LAX,MOD
204,2,IND,BDL
76,2,OKC,SAT
71,2,PHX,MHT
66,2,TUL,AUS
142,2,PIA,DTW
1355,2,TPA,PVD
3281,2,CLT,RIC
450,2,GEG,SFO
9880,2,PHX,SLC
3953,2,DEN,LGA
4521,2,PHX,MCI
2000,2,SFO,MIA
2549,2,SFO,MRY
12768,2,DTW,ORD
6131,2,DFW,PHL
2407,2,DFW,DSM
415,2,DTW,DSM
1079,2,MSP,DSM
2412,2,IAH,ELP
1185,2,PHL,GSO
2250,2,JAN,HOU
2320,2,SAT,LAS
2165,2,IAD,BDL
597,2,CLT,CHA
180,2,TVC,MSP
1056,2,BOS,PWM
122,2,OGG,SNA
575,2,MDW,ABQ
3634,2,IAD,EWR
1187,2,SYR,EWR
399,2,SJC,MDW
462,2,LAS,RDU
933,2,SEA,LGB
820,2,CVG,CHS
88,2,GSP,TPA
191,2,JAN,DCA
38,2,RST,DFW
39,2,EYW,FLL
210,2,CAE,DTW
188,2,EWN,ATL
24,2,BIL,ORD
52,2,LMT,SFO
1,2,VPS,AUS
1839,2,CVG,SFO
411,2,SHV,STL
507,2,PIT,TOL
1034,2,BTR,MEM
222,2,HOU,MEM
395,2,AZO,MSP
3459,2,CLE,DFW
954,2,DFW,FAT
241,2,ORD,ISP
2179,2,BWI,LAS
979,2,MCO,ABQ
1775,2,BET,ANC
4583,2,SFO,ATL
5161,2,ATL,CHS
972,2,MEM,CLE
3367,2,BOS,CVG
390,2,SDF,DCA
2350,2,DSM,DEN
3346,2,LAS,PHL
396,2,MCI,PVD
240,2,JAC,DFW
5996,2,SBA,LAX
464,2,LAS,BUF
24,2,VIS,LAX
510,2,AVL,EWR
1067,2,IAH,AEX
1619,2,ILM,ATL
1,2,MCN,FWA
2296,2,ATL,ICT
895,2,AZO,CVG
1,2,RNO,IDA
487,2,SGF,CVG
468,2,IAH,TLH
38,2,GRB,DFW
28,2,SBN,CLE
763,2,PHX,FAT
8,2,CLT,AGS
156,2,SLC,BLI
77,2,LAX,ASE
1,2,RDU,BUF
1,2,COS,PIA
2584,2,JFK,PHX
1035,2,SAN,PIT
64,2,HDN,STL
3551,2,LAX,STL
6845,2,STL,MCI
4391,2,DTW,MEM
1082,2,CLE,MIA
1404,2,ATL,PDX
1380,2,LGA,IND
1052,2,ONT,ATL
2138,2,SJU,ATL
1040,2,FAI,BRW
1635,2,BWI,CMH
4282,2,SJC,DEN
4639,2,IAD,DEN
3028,2,MDW,DFW
1233,2,IAD,OAK
1042,2,ATL,VLD
170,2,HSV,EWR
203,2,OGG,SEA
62,2,SLC,MKE
37,2,MYR,LGA
830,2,PSP,PHX
2681,2,BWI,SDF
838,2,MEM,SEA
4388,2,SAN,SEA
3341,2,IAH,MCO
2193,2,IAD,MIA
3833,2,PIT,DFW
497,2,SRQ,DTW
1010,2,BRW,FAI
609,2,MCO,AUS
1380,2,MSP,BZN
2223,2,DEN,CLE
718,2,FAY,CLT
1782,2,BUR,DFW
1210,2,OAK,ABQ
474,2,JAX,BHM
135,2,SJU,LAX
136,2,ATL,ANC
500,2,ISP,PVD
741,2,IND,RSW
2,2,ADQ,BET
939,2,IAH,HSV
60,2,AEX,GTR
151,2,EWR,AGS
277,2,LAS,MHT
576,2,LGB,BOS
1,2,RAP,CPR
110,2,MSN,MEM
502,2,CMH,JFK
179,2,MFE,ATL
175,2,SLC,ASE
114,2,TPA,ALB
105,2,SBN,MSP
3,2,AGS,LGA
1724,2,IAD,SAN
7298,2,DFW,SFO
184,2,PIT,SJU
574,2,BHM,STL
13347,2,ATL,LGA
163,2,ATL,EGE
4163,2,SFO,HNL
3346,2,LGA,IAD
3347,2,PHL,LAS
13419,2,EWR,ATL
2373,2,IAH,CRP
4462,2,ABQ,DEN
8290,2,MSP,DEN
661,2,FLL,BNA
1054,2,MHT,CLE
1782,2,FLL,MDW
290,2,DCA,LAX
383,2,DLH,ORD
62,2,HPN,RDU
845,2,CLE,SDF
313,2,CAK,MCO
275,2,CVG,MDW
1041,2,ATL,MCN
1142,2,ABY,ATL
58,2,MCO,CHS
139,2,KOA,PHX
1,2,SFO,SMX
1,2,AVL,MCO
9137,2,DFW,SAT
1144,2,HRL,SAT
1148,2,LAS,TPA
1559,2,ISP,FLL
1630,2,LAS,IAD
4567,2,DTW,IND
1561,2,DTW,JAX
1919,2,SAN,ABQ
3419,2,JAN,ATL
1727,2,MSP,BDL
8507,2,OAK,BUR
2730,2,RDU,BWI
177,2,ANC,DTW
75,2,MLU,JAN
213,2,WYS,SLC
197,2,SFO,IND
21,2,ADK,AKN
352,2,CVG,MYR
111,2,PHF,CVG
151,2,DFW,ROC
659,2,PWM,JFK
208,2,SWF,DTW
13,2,MDW,PBI
1,2,SNA,GJT
52,2,FNT,DFW
61,2,DEN,HLN
1,2,JFK,CAE
6065,2,IAH,PHX
5615,2,LGA,RDU
2697,2,IAH,SNA
1535,2,SAN,STL
3997,2,CLT,MIA
1155,2,SDF,MSP
667,2,GEG,OAK
12145,2,BOS,PHL
2973,2,CVG,PHL
2328,2,PVD,DTW
221,2,EGE,EWR
196,2,PSC,GEG
5139,2,HRL,HOU
1038,2,CMH,BNA
725,2,SAT,BNA
5829,2,ORD,BWI
5095,2,BWI,CLT
2240,2,MEM,CLT
886,2,BOS,ISP
119,2,ATL,PSP
1563,2,FAY,ATL
1726,2,RSW,JFK
236,2,OKC,DTW
2,2,MLU,BPT
136,2,TYS,MCO
877,2,JFK,CLT
164,2,SLC,DRO
238,2,EVV,MEM
42,2,SDF,MKE
1,2,EYW,SRQ
730,2,MEM,SFO
3023,2,MFR,SFO
2074,2,BNA,LGA
1910,2,MEM,MCO
2745,2,IND,MDW
2010,2,LIT,MEM
1740,2,BWI,MIA
5837,2,ANC,FAI
3792,2,CLT,FLL
5291,2,SMF,LAS
5451,2,PNS,ATL
5847,2,SAV,ATL
4505,2,BDL,BWI
505,2,MEM,BWI
78,2,PWM,BDL
486,2,PSP,IAH
113,2,STT,BOS
1395,2,LAS,FAT
26,2,CRW,CLE
336,2,PIE,MDW
1464,2,CLT,CVG
933,2,LGB,SEA
195,2,DCA,JAN
267,2,TUS,MDW
2,2,BOS,SRQ
207,2,RDU,IND
43,2,MKE,MKG
763,2,MEM,PHX
1336,2,MCI,PIT
1326,2,CVG,PVD
784,2,CLT,ROC
7755,2,PHX,SFO
1238,2,ATL,SMF
4076,2,JFK,MIA
7300,2,SFO,DFW
428,2,DSM,DTW
536,2,SNA,DTW
5622,2,ORD,HPN
4621,2,DCA,IAH
3377,2,MFE,IAH
4252,2,PHL,IAH
6372,2,HOU,AUS
1609,2,MSP,BIL
1788,2,RSW,BOS
1077,2,AUS,CVG
1319,2,ATL,PWM
561,2,PDX,MCI
155,2,BRW,ANC
3799,2,LBB,DFW
846,2,ORD,HSV
605,2,DCA,SEA
682,2,SBA,SLC
767,2,CMH,CLE
320,2,MFR,DEN
99,2,MKE,BOS
646,2,LGA,BHM
146,2,MCO,GSP
57,2,ICT,SLC
410,2,DTW,EVV
83,2,LGA,FNT
42,2,AUS,PHL
127,2,GRB,MKE
1067,2,CMH,PIT
1251,2,PIT,RDU
3270,2,MSP,SFO
1427,2,FLL,STL
3916,2,DCA,MSP
790,2,LGA,ORF
2682,2,SNA,IAH
3611,2,TLH,ATL
1153,2,MEM,AUS
389,2,MSP,AZO
20,2,PIT,BHM
1770,2,IAH,CMH
7176,2,ORD,CMH
1680,2,JAX,CVG
1348,2,LNK,DEN
473,2,MCO,SYR
1,2,DAY,CMH
117,2,SJC,OGG
427,2,TUL,LAS
396,2,MDW,SRQ
309,2,DCA,SLC
265,2,EWR,PHL
812,2,LGA,CAK
153,2,STT,PHL
192,2,GSO,JFK
282,2,BGR,EWR
19,2,GPT,MCO
1,2,SJC,GJT
2292,2,CLE,PHX
1888,2,ATL,SNA
1103,2,RSW,STL
9047,2,ATL,TPA
1835,2,ORD,TUS
1251,2,PIT,MDT
5870,2,CLT,DFW
1558,2,GSO,DTW
3161,2,SFO,EUG
8500,2,ATL,FLL
222,2,MEM,HOU
320,2,BOS,IND
1655,2,ORD,JFK
8022,2,MEM,ATL
1387,2,PHL,BNA
847,2,MSP,CID
3579,2,LGA,CVG
1339,2,PWM,CVG
458,2,DAL,ORD
452,2,LAS,ALB
765,2,LAX,IND
807,2,LYH,ATL
285,2,DAY,MCO
329,2,TUL,EWR
228,2,MIA,TLH
528,2,PHF,BOS
170,2,BWI,SRQ
2,2,AVP,JFK
141,2,LAN,ATL
120,2,IAD,DAB
93,2,MEM,SLC
92,2,KOA,SNA
105,2,DTW,SGF
16,2,MTH,ATL
141,2,SMF,TUS
52,2,SFO,LMT
1945,2,LGB,PHX
3882,2,BWI,STL
1965,2,DCA,TPA
4591,2,EWR,MIA
526,2,PHX,MIA
1726,2,STL,MIA
3155,2,CLE,MSP
1091,2,MSP,MSY
170,2,IAH,EGE
205,2,IAH,HDN
1279,2,CLE,IND
4679,2,ATL,BNA
1153,2,DCA,BUF
396,2,LGA,BWI
225,2,RSW,CMH
141,2,ORD,HDN
5980,2,LAX,SBA
1491,2,JFK,PIT
1468,2,GJT,SLC
984,2,FAR,DEN
614,2,EWR,GRR
1543,2,ATL,TRI
1401,2,DEN,CPR
108,2,DTW,SHV
72,2,MOB,CVG
444,2,MFR,SLC
153,2,SYR,DFW
35,2,ITO,OAK
111,2,CHS,BOS
341,2,ERI,DTW
209,2,MSP,ICT
1,2,TUS,PSP
34,2,AUS,OAK
5408,2,SFO,SLC
3711,2,LIT,STL
685,2,ATL,STT
660,2,ELP,MAF
551,2,ICT,MEM
1497,2,SAT,MEM
10080,2,PHX,DFW
812,2,ATL,ELP
1656,2,SJU,FLL
3084,2,MCO,LAX
2679,2,SDF,BWI
1405,2,MSY,CVG
3288,2,BOS,DEN
1171,2,TPA,PHX
228,2,PBI,BNA
3730,2,LAX,MRY
272,2,HTS,ATL
309,2,SLC,DCA
804,2,DEN,DCA
25,2,CLE,HOU
216,2,PNS,ORD
307,2,HPN,PBI
157,2,BQN,MCO
69,2,MSP,RHI
94,2,JAX,MCI
94,2,ONT,MRY
138,2,MKE,FNT
1,2,BHM,SHV
1,2,SMX,ONT
1,2,COS,AUS
1461,2,COS,PHX
7346,2,ATL,RDU
8344,2,GEG,SEA
938,2,ORF,STL
4560,2,IAH,MSP
3297,2,DFW,OAK
3317,2,MSP,OMA
2221,2,MSP,GRB
6658,2,ORD,IND
673,2,KTN,JNU
2011,2,SEA,JNU
673,2,JNU,KTN
1148,2,BOI,LAS
7941,2,DFW,LAS
2279,2,ELP,ABQ
3913,2,PHX,BWI
165,2,PIT,CLE
3874,2,MDW,CMH
241,2,MSP,FAI
1740,2,DFW,LRD
575,2,ABQ,MDW
2016,2,CLD,LAX
74,2,PIA,DEN
1471,2,CSG,ATL
436,2,FNT,CVG
1964,2,ORD,SGF
19,2,FNT,FLL
21,2,DCA,CAE
111,2,BOS,CHS
142,2,HSV,DEN
1,2,PSP,GJT
56,2,IAD,SPI
249,2,MKE,MSN
1,2,TTN,LGA
62,2,LIH,SEA
1,2,JAN,LFT
5131,2,EWR,RDU
4794,2,ONT,SJC
743,2,TPA,SJU
7154,2,SAN,SMF
575,2,PIT,SNA
2152,2,ABQ,STL
1895,2,CVG,STL
2369,2,ATL,TUL
5357,2,IAH,LGA
5570,2,RDU,LGA
3096,2,LAS,MCI
506,2,TUL,OKC
4708,2,ABQ,DFW
5728,2,LGA,FLL
1739,2,DFW,GSO
2119,2,LAS,HOU
1146,2,BWI,JAN
1601,2,OMA,LAS
1664,2,ABQ,ATL
1107,2,MAF,AUS
2179,2,LAS,BWI
773,2,DEN,CID
2144,2,PHX,CMH
1022,2,CMH,DEN
505,2,IAD,AUS
446,2,ABQ,BWI
480,2,PDX,HNL
51,2,SLC,FAI
27,2,GSO,FLL
1,2,PDX,RDD
30,2,FNT,LAS
123,2,ATW,MSP
129,2,AUS,ABQ
27,2,LGA,HSV
30,2,CLT,TUS
2,2,FMN,ABQ
1,2,LFT,GTR
1,2,TUL,XNA
2282,2,SLC,PSC
1128,2,MSP,SDF
1376,2,PHL,SEA
4949,2,DFW,TUS
39,2,HSV,LIT
1204,2,PHX,MKE
568,2,FLL,MSP
2930,2,BHM,MSY
3194,2,IAH,OKC
1738,2,EWR,ORF
1594,2,SYR,PHL
691,2,FWA,DTW
3682,2,STL,EWR
177,2,BTR,BHM
13917,2,DCA,BOS
3634,2,FLL,BWI
72,2,MKE,IAD
461,2,CLE,AUS
99,2,SJC,TUS
310,2,LIH,OGG
2572,2,DFW,FSM
2574,2,FSM,DFW
2597,2,CMI,ORD
1158,2,BTV,EWR
1024,2,CLE,ALB
412,2,CLE,TYS
4,2,LFT,DCA
1,2,CKB,CVG
59,2,MCO,GRR
351,2,MDW,PDX
1,2,RAP,COS
48,2,TUS,IAD
270,2,DTW,MLI
155,2,AUS,ONT
1,2,LIT,GJT
1195,2,EWR,PWM
983,2,BOS,RIC
511,2,MIA,SEA
19686,2,LAX,SFO
2371,2,CVG,TPA
1145,2,AUS,LBB
3088,2,BNA,MCO
715,2,DTW,PDX
2159,2,FNT,DTW
4404,2,SFO,IAD
6125,2,PHX,ATL
3762,2,OKC,DAL
3129,2,ALB,BWI
992,2,RAP,SLC
609,2,DSM,IAH
643,2,IAH,DAY
1199,2,CVG,GSP
578,2,XNA,EWR
329,2,EWR,TUL
41,2,HNL,LNY
643,2,DAY,BWI
154,2,JFK,CHS
175,2,SLC,XNA
486,2,BFL,PHX
96,2,AUS,JAX
33,2,TUS,RNO
22,2,PNS,FLL
6758,2,ELP,PHX
1018,2,MHT,PIT
587,2,ROA,PIT
1861,2,DFW,SJU
10915,2,ATL,PHL
4974,2,DFW,ABQ
3408,2,ATL,DAB
1870,2,DEN,ICT
1210,2,FLL,BDL
446,2,BWI,ABQ
2513,2,DFW,SPS
412,2,MIA,IND
382,2,EFD,IAH
234,2,BGM,IAD
52,2,CVG,BIL
186,2,SDF,MIA
174,2,HOU,JAX
156,2,MFR,PHX
1,2,MSY,CAE
43,2,DEN,JAX
94,2,BFL,DEN
33,2,RNO,GEG
57,2,PNS,MCO
15466,2,DFW,ORD
1363,2,MSY,DTW
1167,2,PHL,IAD
10056,2,PHX,ABQ
4,2,FLL,PBI
588,2,LAN,MSP
890,2,PHX,BOI
2130,2,DFW,SJT
892,2,CLE,ABE
1280,2,JAN,IAH
279,2,IAH,SJT
130,2,MCO,CAE
242,2,DEN,COD
443,2,IAD,HSV
125,2,MGM,CVG
164,2,LAS,PVD
336,2,HOU,JFK
44,2,CRP,AUS
123,2,ONT,COS
120,2,MSY,MCI
12,2,MFE,LAX
117,2,DSM,MKE
107,2,SAV,MEM
5836,2,JFK,SJU
1670,2,SAT,STL
5165,2,PHX,DTW
181,2,SJU,DTW
9547,2,OGG,HNL
5582,2,MCI,ATL
3083,2,MLB,ATL
3001,2,SEA,ATL
1652,2,MEM,CVG
930,2,MSO,MSP
54,2,GSO,RDU
146,2,SAT,MSY
625,2,BWI,SLC
132,2,ITO,KOA
412,2,IND,MIA
412,2,LIT,LAS
1080,2,SFO,CIC
17,2,BOI,SBA
1403,2,IAH,SHV
13,2,PHL,SNA
3,2,FAT,TWF
31,2,BIL,JAC
74,2,MOB,ORD
9,2,LIT,MCO
22,2,FCA,ATL
43,2,MCO,BTV
6289,2,OAK,PHX
423,2,SYR,ROC
5940,2,JFK,MCO
1122,2,MCI,OAK
668,2,OAK,GEG
1141,2,MAF,HOU
3204,2,SLC,IAH
2508,2,CLT,IND
3364,2,ATL,JAN
4490,2,JFK,LAS
2931,2,MSY,BHM
4979,2,DFW,CVG
5826,2,DAL,IAH
1201,2,TPA,RDU
554,2,GTF,FCA
792,2,BTV,BOS
199,2,MSY,OAK
105,2,BWI,SJC
927,2,BTM,SLC
5,2,FAT,TUS
459,2,ORF,CLE
949,2,SDF,EWR
572,2,IAH,GRR
98,2,BOS,MSY
109,2,CVG,DAB
1,2,SLC,LNK
289,2,BFL,SLC
22,2,LIT,CLT
1,2,GSO,BTR
196,2,OKC,MSP
104,2,MSP,SBN
312,2,MGM,MEM
79,2,DEN,RKS
1,2,MSP,SPI
614,2,TPA,SDF
1515,2,RDU,STL
11133,2,PHX,ONT
1260,2,ORD,ELP
1652,2,DTW,GSP
2213,2,IND,IAH
146,2,PNS,JAX
1494,2,MCI,ABQ
6824,2,BOS,BWI
625,2,SLC,BWI
1009,2,SBN,ORD
1790,2,TOL,ORD
991,2,ATL,BQK
1038,2,IAD,BUF
2,2,PBI,MIA
419,2,CAK,BOS
175,2,RSW,BDL
208,2,BGM,DTW
315,2,MEM,MOB
7,2,MEM,TRI
2289,2,ELP,SAT
1703,2,MEM,MKE
1841,2,GSO,ORD
2507,2,SJU,PHL
3651,2,BOS,FLL
557,2,ATL,HNL
3307,2,DCA,JFK
1392,2,PIT,ALB
2347,2,DEN,AUS
3960,2,DFW,BTR
2301,2,PHX,CLE
3273,2,CLT,CHS
149,2,BDL,LAX
156,2,SJC,MCI
704,2,ATL,OAK
1311,2,TYS,CVG
724,2,AEX,ATL
35,2,EWR,HOU
1,2,ACT,CLL
63,2,BUR,ATL
26,2,MSP,CWA
1,2,BIL,TWF
1,2,MSY,CMH
1797,2,PDX,SNA
2601,2,LAS,STL
3566,2,STL,LAX
481,2,LAS,MKE
3060,2,FSD,MSP
1023,2,CVG,OKC
2733,2,TYS,ORD
2912,2,JFK,PBI
1718,2,BOI,PDX
4794,2,ATL,HOU
3161,2,TUL,IAH
3737,2,IAH,LAS
2469,2,DEN,BOI
3873,2,ATL,BUF
2222,2,JAX,BWI
1017,2,BUF,DCA
1,2,ALB,BDL
322,2,RNO,SAN
65,2,BWI,SEA
29,2,EWR,MLB
332,2,CHO,IAD
126,2,PVD,DFW
58,2,CHS,MCO
187,2,JFK,IND
607,2,ORD,CWA
209,2,CAE,MEM
123,2,OMA,ONT
1,2,MFR,OGD
345,2,MSP,PSP
3541,2,IAD,LGA
5571,2,DFW,MEM
3424,2,DEN,OAK
1682,2,CVG,JAX
1070,2,DCA,JAX
1959,2,CMH,CLT
2447,2,MCO,CVG
969,2,BNA,SAN
431,2,ANC,LAX
97,2,BOS,PDX
81,2,LAX,SJU
1053,2,GRR,DFW
97,2,HLN,BIL
1429,2,OXR,LAX
429,2,CEC,SFO
2130,2,ATL,MYR
413,2,MCO,FNT
1175,2,ORF,IAD
192,2,JFK,GSO
281,2,EWR,LIT
1,2,FCA,IDA
155,2,ORF,MIA
160,2,JFK,SRQ
65,2,SMF,OKC
134,2,SAN,BOI
38,2,MSP,INL
142,2,MKE,OMA
2,2,MSN,RFD
1991,2,MCO,RDU
